dropoff_location_id,dropoff_latitude,dropoff_longitude
334,40.76525879,-73.98329163
335,40.71044922,-74.00415802
336,40.76853561,-73.86199188
337,40.76311874,-73.97164917
338,40.70248032,-74.01235962
339,40.7822113,-73.97550964
340,40.74364853,-73.9864502
341,40.74206161,-73.99067688
342,40.76129913,-73.98325348
343,40.70368195,-73.95452881
344,40.71469879,-74.01380157
345,40.76731873,-73.97994232
346,40.64619827,-73.77641296
347,40.76412201,-73.90209198
348,40.78131866,-73.95401001
349,40.78416061,-73.9564209
350,40.75802994,-73.97119904
351,40.73976135,-73.99517822
352,40.70568085,-74.00701904
353,40.75323105,-73.9749527
354,40.73634338,-73.9986496
355,40.76649094,-73.9569397
356,40.76581955,-73.9545517
357,40.76797104,-73.86418915
358,40.79614639,-73.94582367
359,40.77596664,-73.94708252
360,40.72930908,-73.98997498
361,40.75801849,-73.97361755
362,40.76521683,-73.95406342
363,40.78382874,-73.94721222
364,40.73643112,-73.97771454
365,40.75603104,-73.97852325
366,40.73735046,-73.97975922
367,40.7466507,-74.00161743
368,40.79457855,-73.96994019
369,40.71447372,-73.93500519
370,40.77432632,-73.87201691
371,40.76015854,-73.97379303
372,40.75013351,-73.99481201
373,40.72005081,-74.00959015
374,40.76184082,-73.99066162
375,40.75435638,-73.98045349
376,40.72890091,-74.00823212
377,40.77759171,-73.95526886
378,40.713871,-74.01069641
379,40.75767136,-73.98943329
380,40.81999969,-73.9131012
381,40.7349968,-73.98714447
382,40.7661705,-73.95604706
383,40.78138351,-73.97840881
384,40.75771332,-73.97496796
385,40.7604866,-73.97392273
386,40.74765015,-73.97088623
387,40.77584839,-73.91116333
388,40.71369934,-74.01148987
389,40.75411224,-73.97266388
390,40.78248978,-73.98101044
391,40.77220917,-73.95275116
392,40.81137466,-73.94642639
393,40.74517059,-73.97273254
394,40.74137878,-73.98564911
395,40.75799942,-73.97312927
396,40.80315018,-73.94837952
397,40.70356369,-74.01337433
398,40.76041031,-73.98641968
399,40.75379181,-73.97342682
400,40.79687119,-73.9317627
401,40.76451492,-73.9552536
402,40.64580917,-73.77633667
403,40.76132202,-73.97203827
404,40.75679398,-73.97836304
405,40.75202179,-74.00469971
406,40.80474091,-73.93890381
407,40.76257324,-73.98207855
408,40.76081848,-73.98448944
409,40.75647736,-73.9818573
410,40.70466232,-74.00835419
411,40.71388626,-74.01457977
412,40.64366531,-73.7826004
413,40.72097015,-74.0100174
414,40.75848007,-73.97483826
415,40.75207138,-73.98152161
416,40.77957916,-73.98108673
417,40.76311874,-73.98316193
418,40.75403976,-73.97167206
419,40.76148224,-73.9786911
420,40.75806427,-73.96692657
421,40.73548889,-73.98771667
422,40.76054001,-73.9852066
423,40.74509811,-73.95761108
424,40.7432518,-73.99120331
425,40.76052094,-73.98479462
426,40.71483994,-74.01365662
427,40.77312851,-73.96237183
428,40.78382874,-73.95025635
429,40.68420029,-73.92635345
430,40.74516678,-73.99799347
431,40.76253891,-73.98223114
432,40.77405548,-73.87102509
433,40.76408005,-73.97612
434,40.7559166,-73.9721756
435,40.7596817,-73.97942352
436,40.68153,-73.71605682
437,40.76399994,-73.98058319
438,40.76364517,-73.96211243
439,40.75045013,-73.99108887
440,40.75833893,-73.97267151
441,40.76477051,-73.95646667
442,40.70521164,-74.0075531
443,40.80405807,-73.93647003
444,40.76659012,-73.95728302
445,40.64458847,-73.78794861
446,40.73664093,-73.99320221
447,40.69123077,-74.17713928
448,40.74993134,-73.99144745
449,40.75976944,-73.98445129
450,40.76340485,-73.9737854
451,40.80558395,-73.96188354
452,40.76039124,-73.96933746
453,40.75824356,-73.97470856
454,40.76427841,-73.97527313
455,40.76007462,-73.97415161
456,40.75716019,-73.97412109
457,40.75524139,-73.97653961
458,40.77600861,-73.96279907
459,40.75853348,-73.8935318
460,40.73843002,-73.97400665
461,40.76747513,-73.98150635
462,40.64556885,-73.7763443
463,40.76830292,-73.86172485
464,40.75587082,-73.96472168
465,40.7604332,-73.97575378
466,40.76332092,-73.9774704
467,40.76312637,-73.96980286
468,40.75805664,-73.98150635
469,40.7526207,-73.97824097
470,40.84127045,-73.94255066
471,40.75696945,-73.97593689
472,40.76586914,-73.97708893
473,40.76415634,-73.97652435
474,40.75347137,-73.98670197
475,40.75888824,-73.97055817
476,40.71429825,-74.01160431
477,40.75028992,-73.99134064
478,40.76639175,-73.98269653
479,40.73868942,-73.99961853
480,40.75542831,-73.97473907
481,40.78979111,-73.95246124
482,40.71485138,-74.01366425
483,40.76055145,-73.97756195
484,40.7655983,-73.95480347
485,40.71422958,-74.00283813
486,40.7573204,-73.96414185
487,40.71546555,-74.00920868
488,40.71546173,-74.01374054
489,40.75059891,-73.97154236
490,40.64524078,-73.77636719
491,40.75099945,-73.97845459
492,40.76331329,-73.97172546
493,40.76113129,-73.97628784
494,40.74521637,-73.99186707
495,40.77482605,-73.9489212
496,40.64431,-73.78211975
497,40.75016785,-73.99485779
498,40.78990173,-73.9523468
499,40.78321075,-73.95838928
500,40.74436188,-73.98410034
501,40.82174683,-73.94834137
502,40.75381851,-73.99952698
503,40.7590332,-73.97584534
504,40.71336365,-74.0110321
505,40.75706863,-73.98934937
506,40.74357986,-73.99978638
507,40.70288849,-74.01164246
508,40.75902176,-73.98558044
509,40.75311661,-73.97920227
510,40.75735855,-73.96958923
511,40.75416183,-73.98313141
512,40.7632103,-73.9743042
513,40.72014236,-74.01014709
514,40.74565125,-73.9778595
515,40.75245285,-74.00430298
516,40.78860855,-73.94355011
517,40.76409149,-73.97884369
518,40.64162445,-73.7890625
519,40.7615509,-73.98440552
520,40.71472931,-74.01489258
521,40.7789917,-73.95420837
522,40.76451874,-73.95835876
523,40.78812408,-73.9425354
524,40.73905182,-73.9777832
525,40.81067657,-73.96334839
526,40.77043533,-73.95774078
527,40.77716064,-73.96033478
528,40.76077271,-73.97493744
529,40.70778656,-74.01381683
530,40.75453568,-73.97158813
531,40.78930283,-73.95269775
532,40.77619553,-73.98767853
533,40.75955963,-73.9743576
534,40.75555038,-73.97293854
535,40.71466064,-74.01439667
536,40.75545502,-73.97039032
537,40.78263855,-73.95761871
538,40.76413345,-73.97664642
539,40.76122665,-74.00217438
540,40.75666046,-73.974823
541,40.7064209,-74.00608826
542,40.75476837,-73.98431396
543,40.75038147,-73.97457886
544,40.74723816,-73.9912796
545,40.74297333,-73.98654175
546,40.75906754,-73.97375488
547,40.78662872,-73.9813385
548,40.71700668,-74.01309204
549,40.76060104,-74.00231171
550,40.70727539,-74.00449371
551,40.76725006,-73.98168945
552,40.71487045,-74.0138092
553,40.75229645,-73.97759247
554,40.78156662,-73.95446777
555,40.75178909,-73.97360229
556,40.77273178,-73.98925018
557,40.81719971,-73.92585754
558,40.84741211,-73.97214508
559,40.75548172,-73.97789764
560,40.76152039,-73.97057343
561,40.78852081,-73.97683716
562,40.73913956,-73.99559784
563,40.76148987,-73.96914673
564,40.76148605,-73.97119141
565,40.64556885,-73.77639771
566,40.70328522,-74.00743866
567,40.75569916,-73.98181915
568,40.71295929,-74.01003265
569,40.74047852,-74.00402069
570,40.70721817,-74.00426483
571,40.75376892,-73.97633362
572,40.75498962,-73.97851563
573,40.7632103,-73.97756958
574,40.73129272,-74.0001297
575,40.76873016,-73.98191071
576,40.76044846,-73.97586823
577,40.760849,-73.96913147
578,40.7466507,-73.9743576
579,40.76587677,-73.98114014
580,40.73524094,-74.00135803
581,40.76436996,-73.95900726
582,40.77299118,-73.98950195
583,40.71131134,-74.01508331
584,40.64147186,-73.78890228
585,40.78879166,-73.97795105
586,40.64369202,-73.79029083
587,40.7710495,-73.98329926
588,40.75807953,-73.97766876
589,40.71221161,-74.00788879
590,40.76113129,-73.97964478
591,40.76422119,-73.9750824
592,40.77835464,-73.96096802
593,40.76839066,-73.96176147
594,40.75053787,-73.97180939
595,40.77275467,-73.94641876
596,40.76396942,-73.95333099
597,40.76040649,-73.97175598
598,40.81536865,-73.95290375
599,40.7673378,-73.95496368
600,40.72416687,-73.98490143
601,40.75603104,-73.98111725
602,40.75319672,-73.99776459
603,40.72153091,-74.01045227
604,40.70576096,-74.00701904
605,40.72669601,-73.98610687
606,40.74113083,-73.9878006
607,40.77949905,-73.95361328
608,40.75527573,-73.9757309
609,40.72517014,-73.99526215
610,40.77040863,-73.99133301
611,40.75592804,-73.98008728
612,40.78917694,-73.95285797
613,40.73708344,-73.9885788
614,40.72831345,-73.99419403
615,40.70216751,-74.009758
616,40.73883057,-73.97724915
617,40.79004669,-73.94302368
618,40.76945114,-73.98831177
619,40.78386688,-73.98015594
620,40.7735405,-73.97924042
621,40.7841301,-73.9563446
622,40.76369858,-73.97991943
623,40.7371254,-73.98442841
624,40.75000381,-73.99160004
625,40.76339722,-73.97065735
626,40.74710083,-74.00773621
627,40.74069977,-73.97403717
628,40.75120163,-73.97576904
629,40.63999557,-74.02568817
630,40.7636261,-73.96942902
631,40.79159927,-73.95108032
632,40.73873138,-73.99961853
633,40.64408875,-73.79051208
634,40.75593948,-73.98330688
635,40.77240753,-73.9586792
636,40.73413849,-73.99897003
637,40.71522903,-74.01340485
638,40.76131058,-73.98297882
639,40.75561142,-73.99360657
640,40.74119568,-74.00003052
641,40.70972061,-74.01052856
642,40.78865814,-73.95321655
643,40.76084518,-73.98416901
644,40.75207901,-73.99318695
645,40.76224518,-73.98165131
646,40.72156525,-74.01139069
647,40.78932571,-73.95470428
648,40.87284088,-73.91270447
649,40.74211884,-74.00816345
650,40.7589798,-73.98371124
651,40.75991058,-73.97215271
652,40.77109146,-73.9538269
653,40.80270386,-73.96396637
654,40.75603867,-73.98293304
655,40.78850937,-73.97453308
656,40.74682236,-73.97272491
657,40.73009109,-74.00058746
658,40.74533844,-73.9804306
659,40.7644577,-73.97751617
660,40.8158989,-73.95287323
661,40.72883987,-74.00726318
662,40.77077103,-73.86540985
663,40.76414871,-73.97619629
664,40.75466156,-73.97989655
665,40.7767601,-73.98898315
666,40.76068878,-73.98586273
667,40.75033188,-73.99092865
668,40.76453018,-73.96587372
669,40.74903107,-74.00321198
670,40.72826004,-73.97898102
671,40.76036835,-73.98010254
672,40.76216125,-73.97910309
673,40.71136856,-74.01502228
674,40.76360321,-73.97788239
675,40.75713348,-73.97440338
676,40.64274979,-73.92266083
677,40.76376724,-73.96937561
678,40.75178146,-73.97818756
679,40.75418854,-73.99819946
680,40.76979828,-73.98189545
681,40.75361633,-73.99697113
682,40.8072319,-73.96439362
683,40.74503326,-73.98031616
684,40.81053925,-73.95607758
685,40.74961853,-73.98148346
686,40.75447083,-73.98016357
687,40.7514801,-73.97802734
688,40.74915314,-73.98936462
689,40.76005936,-73.97743225
690,40.75835037,-73.99247742
691,40.78761673,-73.95075226
692,40.76956177,-73.95462799
693,40.75043869,-73.97866821
694,40.71371078,-73.99506378
695,40.75644302,-73.97911835
696,40.75024033,-73.99127197
697,40.73892975,-73.98721313
698,40.7854805,-73.96986389
699,40.75629044,-73.98301697
700,40.75027466,-73.97907257
701,40.78989029,-73.94597626
702,40.7553215,-73.98708344
703,40.79063034,-73.97221375
704,40.7830658,-73.94396973
705,40.74835968,-73.98255157
706,40.76010132,-73.95941925
707,40.73117828,-74.00125122
708,40.77695084,-73.94947815
709,40.75615311,-73.97886658
710,40.75829697,-73.97398376
711,40.75875854,-73.97467041
712,40.7419281,-73.98673248
713,40.75058746,-73.9787674
714,40.76070786,-73.98030853
715,40.75286865,-73.98210907
716,40.7114296,-74.01557159
717,40.75868607,-73.97091675
718,40.75472641,-73.98004913
719,40.7604599,-73.97527313
720,40.75094604,-73.99300385
721,40.75891876,-73.9706192
722,40.8045578,-73.95555115
723,40.73848724,-73.99539948
724,40.76259995,-73.96774292
725,40.76573181,-73.97650146
726,40.6683197,-73.98045349
727,40.78458023,-73.97154999
728,40.77272797,-73.87026215
729,40.7579689,-73.96997833
730,40.7589035,-73.97241211
731,40.75844955,-73.97216797
732,40.77405167,-73.87082672
733,40.77408981,-73.98226929
734,40.72445297,-73.82421875
735,40.73826599,-73.99905396
736,40.77719116,-73.96012115
737,40.75938797,-73.98558807
738,40.79777527,-73.94013977
739,40.76396561,-73.97458649
740,40.75263977,-73.97010803
741,40.65206146,-73.80622864
742,40.7403717,-73.97595215
743,40.75856018,-73.96729279
744,40.76476669,-73.96421814
745,40.71368027,-74.01126099
746,40.74925613,-73.99137878
747,40.77791977,-73.94582367
748,40.76071167,-73.97483063
749,40.70545578,-74.00866699
750,40.70220566,-74.01152802
751,40.76272964,-73.98210144
752,40.73052979,-73.95426941
753,40.74834061,-73.99071503
754,40.76063538,-73.98048401
755,40.76335907,-73.97048187
756,40.76781845,-73.98567963
757,40.74849319,-73.99036407
758,40.70565033,-74.00730896
759,40.70650101,-74.00559235
760,40.75030899,-73.99147797
761,40.76243591,-73.98019409
762,40.75363922,-73.98495483
763,40.74042892,-73.98651123
764,40.75588989,-73.96182251
765,40.75395966,-73.97774506
766,40.75409317,-73.98272705
767,40.7554512,-73.99344635
768,40.75667953,-73.98210144
769,40.76413727,-73.97342682
770,40.73913574,-73.98506165
771,40.75030899,-73.96878815
772,40.73897171,-73.98143005
773,40.70648956,-74.00784302
774,40.75339127,-73.98103333
775,40.76248932,-73.99642944
776,40.76168823,-73.96841431
777,40.75388718,-73.99371338
778,40.77995682,-73.96170044
779,40.72774887,-74.00176239
780,40.78594208,-73.96888733
781,40.76813889,-73.86148071
782,40.79449081,-73.97177124
783,40.73944092,-74.00808716
784,40.75141144,-73.97431183
785,40.76464081,-73.97701263
786,40.71480179,-74.00231934
787,40.74401855,-73.9854126
788,40.71335602,-74.01143646
789,40.75976181,-73.97415924
790,40.63351822,-74.01157379
791,40.75131607,-73.97647095
792,40.82397079,-73.87404633
793,40.80775833,-73.92545319
794,40.75469589,-73.97969055
795,40.77244949,-73.95240784
796,40.71823883,-73.9433136
797,40.7129097,-73.99616241
798,40.75180817,-73.97672272
799,40.75111008,-73.97949219
800,40.74626923,-73.97972107
801,40.74097061,-73.99009705
802,40.78445816,-73.95831299
803,40.75431824,-73.97206879
804,40.76407623,-73.97727966
805,40.74404526,-73.97638702
806,40.70248413,-73.98891449
807,40.76110077,-73.98429871
808,40.76622772,-73.96518707
809,40.73263168,-73.98175049
810,40.76610184,-73.95716095
811,40.76393127,-73.97545624
812,40.75820923,-73.95845795
813,40.75382233,-73.9777832
814,40.75616074,-73.97490692
815,40.75975037,-73.97999573
816,40.75016022,-73.98132324
817,40.76982117,-73.96492767
818,40.64469147,-73.7768631
819,40.75812912,-73.97270203
820,40.75508118,-73.97953033
821,40.74935532,-73.97970581
822,40.76603317,-73.96363831
823,40.75008392,-73.97906494
824,40.7639389,-73.96485138
825,40.75799179,-73.9732132
826,40.76203537,-73.95726013
827,40.75563812,-73.98371124
828,40.76192474,-73.97918701
829,40.71398163,-74.01177216
830,40.74988174,-73.97290039
831,40.74141693,-73.97891235
832,40.73517609,-73.98738098
833,40.75298309,-73.98323059
834,40.76156998,-73.97450256
835,40.74210358,-74.00454712
836,40.74996185,-73.97257996
837,40.76037979,-73.98358917
838,40.71982956,-73.97866058
839,40.74193192,-73.9746933
840,40.73586655,-73.99285889
841,40.76423264,-73.90207672
842,40.7371788,-73.98651123
843,40.7606926,-73.97598267
844,40.74158859,-73.98755646
845,40.74281693,-73.98462677
846,40.75589752,-73.99100494
847,40.76473618,-73.97835541
848,40.75102997,-73.97846985
849,40.7506218,-73.97451019
850,40.77112579,-73.96365356
851,40.75881958,-73.97241974
852,40.76578522,-73.95436859
853,40.75742722,-73.97836304
854,40.76828384,-73.8616333
855,40.76372147,-73.95896912
856,40.74503326,-73.99163818
857,40.75357819,-73.9776001
858,40.76132584,-73.96909332
859,40.76248169,-73.97803497
860,40.75477219,-73.98428345
861,40.74840927,-73.98471069
862,40.74629974,-73.9154892
863,40.75545502,-73.96617889
864,40.75008011,-73.97388458
865,40.80558777,-73.9618454
866,40.79560089,-73.97309113
867,40.79328156,-73.9662323
868,40.76261902,-73.98560333
869,40.76644135,-73.98670959
870,40.7578392,-73.97136688
871,40.77631378,-73.95587921
872,40.71109772,-74.0146637
873,40.79771805,-73.94854736
874,40.71470642,-74.00984192
875,40.7562294,-73.97410583
876,40.76051331,-73.9764328
877,40.76227188,-73.97236633
878,40.74662399,-73.98603058
879,40.76150131,-73.97429657
880,40.75720978,-73.98259735
881,40.76327133,-73.97859192
882,40.75522232,-73.9730835
883,40.76382065,-73.95604706
884,40.76892853,-73.95865631
885,40.72931671,-73.98897552
886,40.76728058,-73.98806763
887,40.80849457,-73.95435333
888,40.75737381,-73.97332001
889,40.76389694,-73.97639465
890,40.77922821,-73.95521545
891,40.75696945,-73.99375153
892,40.7310524,-73.9879837
893,40.77082825,-73.98091125
894,40.81182861,-73.92529297
895,40.75591278,-73.97586823
896,40.75496674,-73.98410034
897,40.7566185,-73.97131348
898,40.77739334,-73.95912933
899,40.78395462,-73.97045898
900,40.74132538,-74.00206757
901,40.75730133,-73.97357941
902,40.75632095,-73.99043274
903,40.73559189,-73.98264313
904,40.75936508,-73.9794693
905,40.74801636,-73.98168182
906,40.75734329,-73.97356415
907,40.76142883,-73.97952271
908,40.75733948,-73.98571014
909,40.75358963,-73.96896362
910,40.78160095,-73.98103333
911,40.72893524,-74.00524902
912,40.77186966,-73.96328735
913,40.71721268,-73.99897766
914,40.75675964,-73.97492981
915,40.75617981,-73.97145081
916,40.76250076,-73.97293091
917,40.75917053,-73.97227478
918,40.76092529,-73.97805786
919,40.71569824,-74.00480652
920,40.7650795,-73.96717834
921,40.76216888,-73.98410797
922,40.74285889,-73.98669434
923,40.75822067,-73.98178101
924,40.75516891,-73.98834229
925,40.69290161,-73.96876526
926,40.77698898,-73.95540619
927,40.75093079,-73.97647858
928,40.75686646,-73.97415161
929,40.75159454,-74.00749969
930,40.77622986,-73.96183014
